公司代碼	簡稱	TSE 產業別	年月	轉投資名稱	地區	期末累計匯出金額(NTD)
2227	裕日車       	12	201112	廣州風神汽車        	2	537199
2227	裕日車       	12	201212	1	      	1841642
2227	裕日車       	12	201212	東風裕隆舊車置換    	2	18804
2227	裕日車       	12	201212	風神汽車            	2	533109
2227	裕日車       	12	201212	風神襄樊汽車        	2	716856
2227	裕日車       	12	201212	深圳聯友科技        	2	35674
2227	裕日車       	12	201212	廣州風神汽車        	2	537199
2227	裕日車       	12	201312	1	      	1841642
2227	裕日車       	12	201312	東風裕隆舊車置換    	2	18804
2227	裕日車       	12	201312	風神汽車            	2	533109
2227	裕日車       	12	201312	風神襄樊汽車        	2	716856
2227	裕日車       	12	201312	深圳聯友科技        	2	35674
2227	裕日車       	12	201312	廣州風神汽車        	2	537199
2227	裕日車       	12	201412	1	      	1841642
2227	裕日車       	12	201412	東風裕隆舊車置換    	2	18804
2227	裕日車       	12	201412	風神襄樊汽車        	2	716856
2227	裕日車       	12	201412	深圳風神汽車公司    	2	533109
2227	裕日車       	12	201412	深圳聯友科技        	2	35674
2227	裕日車       	12	201412	廣州風神汽車        	2	537199
2227	裕日車       	12	201512	1	      	1841642
2227	裕日車       	12	201512	東風裕隆舊車置換    	2	18804
2227	裕日車       	12	201512	風神襄樊汽車        	2	716856
2227	裕日車       	12	201512	深圳風神汽車公司    	2	533109
2227	裕日車       	12	201512	深圳聯友科技        	2	35674
2227	裕日車       	12	201512	廣州風神汽車        	2	537199
2227	裕日車       	12	201612	1	      	1841642
2227	裕日車       	12	201612	東風裕隆舊車置換    	2	18804
2227	裕日車       	12	201612	風神襄樊汽車        	2	716856
2227	裕日車       	12	201612	深圳風神汽車公司    	2	533109
2227	裕日車       	12	201612	深圳聯友科技        	2	35674
2227	裕日車       	12	201612	廣州風神汽車        	2	537199
2227	裕日車       	12	201712	1	      	1841642
2227	裕日車       	12	201712	東風裕隆舊車置換    	2	18804
2227	裕日車       	12	201712	風神襄樊汽車        	2	716856
2227	裕日車       	12	201712	深圳風神汽車公司    	2	533109
2227	裕日車       	12	201712	深圳聯友科技        	2	35674
2227	裕日車       	12	201712	廣州風神汽車        	2	537199
2227	裕日車       	12	201812	1	      	1841642
2227	裕日車       	12	201812	東風裕隆舊車置換    	2	18804
2227	裕日車       	12	201812	風神襄樊汽車        	2	716856
2227	裕日車       	12	201812	深圳風神汽車公司    	2	533109
2227	裕日車       	12	201812	深圳聯友科技        	2	35674
2227	裕日車       	12	201812	廣州風神汽車        	2	537199
2228	劍麟         	5	200512	1	      	198571
2228	劍麟         	5	200512	浙江劍麟金屬製品    	0	130675
2228	劍麟         	5	200512	湖州劍力金屬製品    	0	67896
2228	劍麟         	5	200612	1	      	221606
2228	劍麟         	5	200612	浙江劍麟金屬製品    	0	154186
2228	劍麟         	5	200612	湖州劍力金屬製品    	0	67420
2228	劍麟         	5	200712	1	      	223614
2228	劍麟         	5	200712	浙江劍麟金屬製品    	0	155583
2228	劍麟         	5	200712	湖州劍力金屬製品    	0	68031
2228	劍麟         	5	200812	1	      	305639
2228	劍麟         	5	200812	浙江劍麟金屬製品    	0	155583
2228	劍麟         	5	200812	湖州劍力金屬製品    	0	150056
2228	劍麟         	5	200912	1	      	350246
2228	劍麟         	5	200912	浙江劍麟金屬製品    	0	154947
2228	劍麟         	5	200912	湖州劍力金屬製品    	0	195299
2228	劍麟         	5	201012	1	      	449917
2228	劍麟         	5	201012	浙江劍麟金屬製品    	0	154947
2228	劍麟         	5	201012	湖州劍力金屬製品    	0	294970
2228	劍麟         	5	201112	1	      	421922
2228	劍麟         	5	201112	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201112	湖州劍力金屬製品    	0	278576
2228	劍麟         	5	201212	1	      	421922
2228	劍麟         	5	201212	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201212	湖州劍力金屬製品    	0	278576
2228	劍麟         	5	201312	1	      	421922
2228	劍麟         	5	201312	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201312	湖州劍力金屬製品    	0	278576
2228	劍麟         	5	201412	1	      	750450
2228	劍麟         	5	201412	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201412	湖州劍力金屬製品    	0	607104
2228	劍麟         	5	201512	1	      	846495
2228	劍麟         	5	201512	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201512	湖州劍力金屬製品    	0	703149
2228	劍麟         	5	201612	1	      	846495
2228	劍麟         	5	201612	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201612	湖州劍力金屬製品    	0	703149
2228	劍麟         	5	201712	1	      	846495
2228	劍麟         	5	201712	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201712	湖州劍力金屬製品    	0	703149
2228	劍麟         	5	201812	1	      	846495
2228	劍麟         	5	201812	浙江劍麟金屬製品    	0	143346
2228	劍麟         	5	201812	湖州劍力金屬製品    	0	703149
2231	為升         	5	200712	1	      	233066
2231	為升         	5	200712	上海為彪汽配製造    	0	233066
2231	為升         	5	200812	1	      	233066
2231	為升         	5	200812	上海為彪汽配製造    	0	233066
2231	為升         	5	200912	1	      	233066
2231	為升         	5	200912	上海為彪汽配製造    	0	233066
2231	為升         	5	201012	1	      	233066
2231	為升         	5	201012	上海為彪汽配製造    	0	233066
2231	為升         	5	201112	1	      	233066
2231	為升         	5	201112	上海為彪汽配製造    	0	233066
2231	為升         	5	201212	1	      	233066
2231	為升         	5	201212	上海為彪汽配製造    	0	233066
2231	為升         	5	201312	1	      	233066
2231	為升         	5	201312	上海為彪汽配製造    	0	233066
2231	為升         	5	201412	1	      	233066
2231	為升         	5	201412	上海為彪汽配製造    	0	233066
2231	為升         	5	201512	1	      	233066
2231	為升         	5	201512	上海為彪汽配製造    	0	233066
2231	為升         	5	201612	1	      	233066
2231	為升         	5	201612	上海為彪汽配製造    	0	233066
2231	為升         	5	201712	1	      	269502
2231	為升         	5	201712	上海為彪汽配製造    	0	233066
2231	為升         	5	201712	為昇科科技電子(上海)	0	36436
2231	為升         	5	201812	1	      	269502
2231	為升         	5	201812	上海為彪汽配製造    	0	233066
2231	為升         	5	201812	為昇科科技電子(上海)	0	36436
2236	百達-KY      	5	201312	1	      	0
2236	百達-KY      	5	201312	無錫百達精成型設備  	0	0
2236	百達-KY      	5	201312	無錫晶心精密機械    	0	0
2236	百達-KY      	5	201312	鹽城晶心精密機械    	0	0
2236	百達-KY      	5	201412	1	      	0
2236	百達-KY      	5	201412	無錫百達精成型設備  	0	0
2236	百達-KY      	5	201412	無錫晶心精密機械    	0	0
2236	百達-KY      	5	201412	鹽城晶心精密機械    	0	0
2236	百達-KY      	5	201512	1	      	0
2236	百達-KY      	5	201512	無錫百達精成型設備  	0	0
2236	百達-KY      	5	201512	無錫晶心精密機械    	0	0
2236	百達-KY      	5	201512	鹽城晶心精密機械    	0	0
2236	百達-KY      	5	201612	1	      	0
2236	百達-KY      	5	201612	無錫百達精成型設備  	0	0
2236	百達-KY      	5	201612	無錫晶心精密機械    	0	0
2236	百達-KY      	5	201612	鹽城晶心精密機械    	0	0
2236	百達-KY      	5	201712	1	      	0
2236	百達-KY      	5	201712	無錫百達精成型設備  	0	0
2236	百達-KY      	5	201712	無錫晶心精密機械    	0	0
2236	百達-KY      	5	201712	鹽城晶心精密機械    	0	0
2236	百達-KY      	5	201812	1	      	0
2236	百達-KY      	5	201812	無錫百達精成型設備  	0	0
2236	百達-KY      	5	201812	無錫晶心精密機械    	0	0
2236	百達-KY      	5	201812	鹽城晶心精密機械    	0	0
2239	英利-KY      	12	201412	1	      	0
2239	英利-KY      	12	201412	天津英利模具製造    	3	0
2239	英利-KY      	12	201412	吉林進利汽車部件    	1	0
2239	英利-KY      	12	201412	成都友利汽車部件    	4	0
2239	英利-KY      	12	201412	成都英利汽車部件    	4	0
2239	英利-KY      	12	201412	佛山英利汽車部件    	2	0
2239	英利-KY      	12	201412	林德英利（天津）汽車	3	0
2239	英利-KY      	12	201412	林德英利（長春）汽車	1	0
2239	英利-KY      	12	201412	肯聯英利(長春)汽車結	1	0
2239	英利-KY      	12	201412	長沙英利汽車部件    	2	0
2239	英利-KY      	12	201412	長春英利汽車工業    	1	0
2239	英利-KY      	12	201412	長春英利汽車部件    	1	0
2239	英利-KY      	12	201412	長春萊特維科技      	1	0
2239	英利-KY      	12	201412	儀徵英利汽車零部件  	0	0
2239	英利-KY      	12	201412	遼寧英利汽車部件    	1	0
2239	英利-KY      	12	201412	蘇州英利汽車部件    	0	0
2239	英利-KY      	12	201512	1	      	0
2239	英利-KY      	12	201512	天津英利模具製造    	3	0
2239	英利-KY      	12	201512	吉林進利汽車部件    	1	0
2239	英利-KY      	12	201512	成都友利汽車部件    	4	0
2239	英利-KY      	12	201512	成都英利汽車部件    	4	0
2239	英利-KY      	12	201512	佛山英利汽車部件    	2	0
2239	英利-KY      	12	201512	林德英利（天津）汽車	3	0
2239	英利-KY      	12	201512	林德英利（長春）汽車	1	0
2239	英利-KY      	12	201512	肯聯英利(長春)汽車結	1	0
2239	英利-KY      	12	201512	長沙英利汽車部件    	2	0
2239	英利-KY      	12	201512	長春英利汽車工業    	1	0
2239	英利-KY      	12	201512	長春英利汽車部件    	1	0
2239	英利-KY      	12	201512	長春萊特維科技      	1	0
2239	英利-KY      	12	201512	儀徵英利汽車零部件  	0	0
2239	英利-KY      	12	201512	遼寧英利汽車部件    	1	0
2239	英利-KY      	12	201512	蘇州英利汽車部件    	0	0
2239	英利-KY      	12	201612	1	      	0
2239	英利-KY      	12	201612	天津英利模具製造    	3	0
2239	英利-KY      	12	201612	台州茂齊金屬        	0	0
2239	英利-KY      	12	201612	吉林進利汽車部件    	1	0
2239	英利-KY      	12	201612	成都友利汽車部件    	4	0
2239	英利-KY      	12	201612	成都英利汽車部件    	4	0
2239	英利-KY      	12	201612	佛山英利汽車部件    	2	0
2239	英利-KY      	12	201612	林德英利（天津）汽車	3	0
2239	英利-KY      	12	201612	林德英利（長春）汽車	1	0
2239	英利-KY      	12	201612	肯聯英利(長春)汽車結	1	0
2239	英利-KY      	12	201612	長沙英利汽車部件    	2	0
2239	英利-KY      	12	201612	長春英利汽車工業    	1	0
2239	英利-KY      	12	201612	長春英利汽車部件    	1	0
2239	英利-KY      	12	201612	長春萊特維科技      	1	0
2239	英利-KY      	12	201612	青島英利汽車部件    	0	0
2239	英利-KY      	12	201612	寧波茂祥金屬        	0	0
2239	英利-KY      	12	201612	儀徵英利汽車零部件  	0	0
2239	英利-KY      	12	201612	遼寧英利汽車部件    	1	0
2239	英利-KY      	12	201612	蘇州英利汽車部件    	0	0
2239	英利-KY      	12	201712	1	      	0
2239	英利-KY      	12	201712	天津英利模具製造    	3	0
2239	英利-KY      	12	201712	台州茂齊金屬        	0	0
2239	英利-KY      	12	201712	吉林進利汽車部件    	1	0
2239	英利-KY      	12	201712	成都友利汽車部件    	4	0
2239	英利-KY      	12	201712	成都英利汽車部件    	4	0
2239	英利-KY      	12	201712	佛山英利汽車部件    	2	0
2239	英利-KY      	12	201712	林德英利（天津）汽車	3	0
2239	英利-KY      	12	201712	林德英利（長春）汽車	1	0
2239	英利-KY      	12	201712	肯聯英利(長春)汽車結	1	0
2239	英利-KY      	12	201712	長沙英利汽車部件    	2	0
2239	英利-KY      	12	201712	長春英利汽車工業    	1	0
2239	英利-KY      	12	201712	長春英利汽車部件    	1	0
2239	英利-KY      	12	201712	長春萊特維科技      	1	0
2239	英利-KY      	12	201712	青島英利汽車部件    	0	0
2239	英利-KY      	12	201712	浙江杉盛模塑科技    	0	0
2239	英利-KY      	12	201712	寧波茂祥金屬        	0	0
2239	英利-KY      	12	201712	儀徵英利汽車零部件  	0	0
2239	英利-KY      	12	201712	遼寧英利汽車部件    	1	0
2239	英利-KY      	12	201712	蘇州英利汽車部件    	0	0
2239	英利-KY      	12	201812	1	      	0
2239	英利-KY      	12	201812	天津英利模具製造    	3	0
2239	英利-KY      	12	201812	台州茂齊金屬        	0	0
2239	英利-KY      	12	201812	吉林進利汽車部件    	1	0
2239	英利-KY      	12	201812	成都友利汽車部件    	4	0
2239	英利-KY      	12	201812	成都英利汽車部件    	4	0
2239	英利-KY      	12	201812	佛山英利汽車部件    	2	0
2239	英利-KY      	12	201812	林德英利（天津）汽車	3	0
2239	英利-KY      	12	201812	林德英利（長春）汽車	1	0
2239	英利-KY      	12	201812	肯聯英利(長春)汽車結	1	0
2239	英利-KY      	12	201812	長沙英利汽車部件    	2	0
2239	英利-KY      	12	201812	長春英利汽車工業    	1	0
2239	英利-KY      	12	201812	長春英利汽車部件    	1	0
2239	英利-KY      	12	201812	長春萊特維科技      	1	0
2239	英利-KY      	12	201812	青島英利汽車部件    	0	0
2239	英利-KY      	12	201812	浙江杉盛模塑科技    	0	0
2239	英利-KY      	12	201812	寧波茂祥金屬        	0	0
2239	英利-KY      	12	201812	儀徵英利汽車零部件  	0	0
2239	英利-KY      	12	201812	遼寧英利汽車部件    	1	0
2239	英利-KY      	12	201812	蘇州英利汽車部件    	0	0
2243	宏旭-KY      	12	201612	1	      	0
2243	宏旭-KY      	12	201612	上海宏旭模具工業    	0	0
2243	宏旭-KY      	12	201612	上海宏憲精密模具    	0	0
2243	宏旭-KY      	12	201712	1	      	0
2243	宏旭-KY      	12	201712	上海宏旭模具工業    	0	0
2243	宏旭-KY      	12	201712	上海宏憲精密模具    	0	0
2243	宏旭-KY      	12	201812	1	      	0
2243	宏旭-KY      	12	201812	上海宏旭模具工業    	0	0
2243	宏旭-KY      	12	201812	上海宏憲精密模具    	0	0
2243	宏旭-KY      	12	201812	浙江宏旭智能製造    	0	0
2301	光寶科       	25	200112	1	      	610241
2301	光寶科       	25	200112	東莞旭福電腦        	2	0
2301	光寶科       	25	200112	東莞致元電腦        	2	0
2301	光寶科       	25	200112	東莞源興科技        	2	610241
2301	光寶科       	25	200212	1	      	4473546
2301	光寶科       	25	200212	中寶科技(中國)      	0	117291
2301	光寶科       	25	200212	天津光寶電子        	3	1025214
2301	光寶科       	25	200212	全福通訊電子(東莞)  	2	165077
2301	光寶科       	25	200212	旭榮電子(深圳)      	2	97308
2301	光寶科       	25	200212	東莞光寶電子        	2	625554
2301	光寶科       	25	200212	東莞旭榮電子        	2	24327
2301	光寶科       	25	200212	東莞旭福電腦        	2	0
2301	光寶科       	25	200212	東莞旭麗電子        	2	121636
2301	光寶科       	25	200212	東莞致元電腦        	2	0
2301	光寶科       	25	200212	東莞致通電腦        	2	340579
2301	光寶科       	25	200212	東莞源興科技        	2	989383
2301	光寶科       	25	200212	南昌陸海容器公司    	0	25648
2301	光寶科       	25	200212	恩倍福顯示器(東莞)  	2	77152
2301	光寶科       	25	200212	凱明信息科技        	0	20852
2301	光寶科       	25	200212	廣州光寶電子        	2	60470
2301	光寶科       	25	200212	廣州旭基電子        	2	32390
2301	光寶科       	25	200212	廣州旭麗電子        	2	750665
2301	光寶科       	25	200312	1	      	4500550
2301	光寶科       	25	200312	中寶科技(中國)      	0	216559
2301	光寶科       	25	200312	天津光寶電子        	3	1002115
2301	光寶科       	25	200312	北京光寶信息技術    	3	21401
2301	光寶科       	25	200312	全福通訊電子(東莞)  	2	161358
2301	光寶科       	25	200312	旭榮電子(深圳)      	2	95116
2301	光寶科       	25	200312	東莞光寶電子        	2	611460
2301	光寶科       	25	200312	東莞旭榮電子        	2	23779
2301	光寶科       	25	200312	東莞旭福電腦        	2	0
2301	光寶科       	25	200312	東莞旭麗電子        	2	118895
2301	光寶科       	25	200312	東莞致元電腦        	2	0
2301	光寶科       	25	200312	東莞致通電腦        	2	332906
2301	光寶科       	25	200312	東莞源興科技        	2	967092
2301	光寶科       	25	200312	南昌陸海容器公司    	0	25070
2301	光寶科       	25	200312	恩倍福顯示器(東莞)  	2	75413
2301	光寶科       	25	200312	凱明信息科技        	0	20382
2301	光寶科       	25	200312	廣州光寶通信        	2	4484
2301	光寶科       	25	200312	廣州光寶電子        	2	59108
2301	光寶科       	25	200312	廣州旭基電子        	2	31660
2301	光寶科       	25	200312	廣州旭麗電子        	2	733752
2301	光寶科       	25	200412	1	      	6267098
2301	光寶科       	25	200412	中寶科技(中國)      	0	259326
2301	光寶科       	25	200412	天津光寶電子        	3	941552
2301	光寶科       	25	200412	北京光寶信息技術    	3	0
2301	光寶科       	25	200412	光寶科技(廣州)      	2	823459
2301	光寶科       	25	200412	光寶電子通訊(廣州)  	2	428645
2301	光寶科       	25	200412	全福通訊電子(東莞)  	2	151606
2301	光寶科       	25	200412	旭榮電子(深圳)      	2	89368
2301	光寶科       	25	200412	東莞光寶電子        	2	574506
2301	光寶科       	25	200412	東莞旭榮電子        	2	22342
2301	光寶科       	25	200412	東莞旭福電腦        	2	63834
2301	光寶科       	25	200412	東莞旭麗電子        	2	111710
2301	光寶科       	25	200412	東莞致力電腦        	2	367046
2301	光寶科       	25	200412	東莞致元電腦        	2	0
2301	光寶科       	25	200412	東莞致通電腦        	2	312787
2301	光寶科       	25	200412	東莞源興科技        	2	908645
2301	光寶科       	25	200412	南昌陸海容器公司    	0	23555
2301	光寶科       	25	200412	恩倍福顯示器(東莞)  	2	70856
2301	光寶科       	25	200412	凱明信息科技        	0	19150
2301	光寶科       	25	200412	廣州光寶通信        	2	324021
2301	光寶科       	25	200412	廣州光寶電子        	2	55536
2301	光寶科       	25	200412	廣州旭基電子        	2	29747
2301	光寶科       	25	200412	廣州旭麗電子        	2	689407
2301	光寶科       	25	200512	1	      	6362357
2301	光寶科       	25	200512	中寶科技(中國)      	0	266906
2301	光寶科       	25	200512	天津光寶電子        	3	969075
2301	光寶科       	25	200512	北京光寶信息技術    	3	0
2301	光寶科       	25	200512	光寶科技(廣州)      	2	847530
2301	光寶科       	25	200512	光寶電子通訊(廣州)  	2	441176
2301	光寶科       	25	200512	全福通訊電子(東莞)  	2	156038
2301	光寶科       	25	200512	東莞光寶電子        	2	591300
2301	光寶科       	25	200512	東莞旭福電腦        	2	73913
2301	光寶科       	25	200512	東莞旭麗電子        	2	114975
2301	光寶科       	25	200512	東莞致力電腦        	2	377775
2301	光寶科       	25	200512	東莞致通電腦        	2	321930
2301	光寶科       	25	200512	東莞源興科技        	2	935207
2301	光寶科       	25	200512	恩倍福顯示器(東莞)  	2	72927
2301	光寶科       	25	200512	凱明信息科技        	0	19710
2301	光寶科       	25	200512	廣州光寶通信        	2	407176
2301	光寶科       	25	200512	廣州光寶電子        	2	57159
2301	光寶科       	25	200512	廣州旭麗電子        	2	709560
2301	光寶科       	25	200612	1	      	7218802
2301	光寶科       	25	200612	上海全景數字技術    	2	97788
2301	光寶科       	25	200612	中寶科技(中國)      	0	502240
2301	光寶科       	25	200612	天津光寶電子        	3	961852
2301	光寶科       	25	200612	光寶(廣州)汽車電子  	2	120605
2301	光寶科       	25	200612	光寶科技(廣州)      	2	840977
2301	光寶科       	25	200612	光寶電子通訊(廣州)  	2	437764
2301	光寶科       	25	200612	東莞光寶電子        	2	762746
2301	光寶科       	25	200612	東莞旭福電腦        	2	72526
2301	光寶科       	25	200612	東莞旭麗電子        	2	114086
2301	光寶科       	25	200612	東莞致力電腦        	2	490048
2301	光寶科       	25	200612	東莞致通電腦        	2	319441
2301	光寶科       	25	200612	東莞源興科技        	2	927976
2301	光寶科       	25	200612	恩倍福顯示器(東莞)  	2	72363
2301	光寶科       	25	200612	凱明信息科技        	0	19558
2301	光寶科       	25	200612	無錫中寶運通貿易    	0	110012
2301	光寶科       	25	200612	無錫光寶光電        	0	114086
2301	光寶科       	25	200612	廣州光寶計算        	2	76402
2301	光寶科       	25	200612	廣州光寶通信        	2	417541
2301	光寶科       	25	200612	廣州光寶電子        	2	56717
2301	光寶科       	25	200612	廣州旭麗電子        	2	704074
2301	光寶科       	25	200712	1	      	7555941
2301	光寶科       	25	200712	中寶科技(中國)      	0	528107
2301	光寶科       	25	200712	天津光寶電子        	3	1443714
2301	光寶科       	25	200712	光寶(廣州)精密模具  	2	298476
2301	光寶科       	25	200712	光寶科技(廣州)      	2	730356
2301	光寶科       	25	200712	光寶電子通訊(廣州)  	2	512923
2301	光寶科       	25	200712	光寶數碼電子(東莞)  	2	14599
2301	光寶科       	25	200712	谷崧工業(常熟)      	0	583974
2301	光寶科       	25	200712	東莞光寶電子        	2	759166
2301	光寶科       	25	200712	東莞旭福電腦        	2	72186
2301	光寶科       	25	200712	東莞旭麗電子        	2	113551
2301	光寶科       	25	200712	東莞致力電腦        	2	79972
2301	光寶科       	25	200712	東莞致通電腦        	2	150081
2301	光寶科       	25	200712	東莞源興科技        	2	923620
2301	光寶科       	25	200712	恩倍福顯示器(東莞)  	2	72023
2301	光寶科       	25	200712	凱明信息科技        	0	19466
2301	光寶科       	25	200712	廣州光寶計算        	2	76046
2301	光寶科       	25	200712	廣州光寶通信        	2	420461
2301	光寶科       	25	200712	廣州光寶電子        	2	56451
2301	光寶科       	25	200712	廣州旭麗電子        	2	700769
2301	光寶科       	25	200812	NPG Display Ltd.    	2	72949
2301	光寶科       	25	200812	1	      	9548821
2301	光寶科       	25	200812	中寶科技(中國)      	0	977421
2301	光寶科       	25	200812	天津光寶電子        	3	1462204
2301	光寶科       	25	200812	光寶(廣州)精密模具  	2	302312
2301	光寶科       	25	200812	光寶科技(廣州)      	2	847788
2301	光寶科       	25	200812	光寶電子通訊(廣州)  	2	519517
2301	光寶科       	25	200812	光寶數碼電子(東莞)  	2	14787
2301	光寶科       	25	200812	東莞光寶電子        	2	867504
2301	光寶科       	25	200812	東莞旭福電腦        	2	572586
2301	光寶科       	25	200812	東莞旭麗電子        	2	157728
2301	光寶科       	25	200812	東莞致力電腦        	2	377890
2301	光寶科       	25	200812	東莞致通電腦        	2	334186
2301	光寶科       	25	200812	東莞源興科技        	2	935491
2301	光寶科       	25	200812	凱明信息科技        	0	19716
2301	光寶科       	25	200812	廣州光寶計算        	2	77024
2301	光寶科       	25	200812	廣州光寶通信        	2	425866
2301	光寶科       	25	200812	廣州光寶電子        	2	381176
2301	光寶科       	25	200812	廣州旭麗電子        	2	1202676
2301	光寶科       	25	200912	Guangzhou Engineerin	2	2139892
2301	光寶科       	25	200912	NPG Display Ltd.    	2	71107
2301	光寶科       	25	200912	1	      	17406799
2301	光寶科       	25	200912	中寶科技(中國)      	0	952732
2301	光寶科       	25	200912	天津光寶電子        	3	2129931
2301	光寶科       	25	200912	光寶(廣州)精密模具  	2	294676
2301	光寶科       	25	200912	光寶力信科技(贛州)  	0	267002
2301	光寶科       	25	200912	光寶科技(江蘇)      	0	2049920
2301	光寶科       	25	200912	光寶科技(廣州)      	2	1063396
2301	光寶科       	25	200912	光寶電子通訊(廣州)  	2	506394
2301	光寶科       	25	200912	光寶電源科技(常州)  	0	576028
2301	光寶科       	25	200912	光寶數碼電子(東莞)  	2	14414
2301	光寶科       	25	200912	貝爾羅斯(北京)電子電	3	816220
2301	光寶科       	25	200912	貝爾羅斯(廣州)電子部	2	818014
2301	光寶科       	25	200912	貝爾羅斯精密模具深圳	2	190098
2301	光寶科       	25	200912	東莞光寶電子        	2	845592
2301	光寶科       	25	200912	東莞旭福電腦        	2	730316
2301	光寶科       	25	200912	東莞旭麗電子        	2	153744
2301	光寶科       	25	200912	東莞致力電腦        	2	368345
2301	光寶科       	25	200912	東莞致通電腦        	2	453865
2301	光寶科       	25	200912	東莞源興科技        	2	911862
2301	光寶科       	25	200912	凱明信息科技        	0	19218
2301	光寶科       	25	200912	廣州光寶計算        	2	75078
2301	光寶科       	25	200912	廣州光寶通信        	2	415109
2301	光寶科       	25	200912	廣州光寶電子        	2	371548
2301	光寶科       	25	200912	廣州旭麗電子        	2	1172298
2301	光寶科       	25	201012	Guangzhou Engineerin	2	1946146
2301	光寶科       	25	201012	1	      	18163110
2301	光寶科       	25	201012	中寶科技(中國)      	0	866472
2301	光寶科       	25	201012	天津光寶電子        	3	1937087
2301	光寶科       	25	201012	光寶(廣州)精密模具  	2	267996
2301	光寶科       	25	201012	光寶力信科技(贛州)  	0	242828
2301	光寶科       	25	201012	光寶科技(江蘇)      	0	3029520
2301	光寶科       	25	201012	光寶科技(咸寧)      	2	29130
2301	光寶科       	25	201012	光寶科技(常州)      	0	523874
2301	光寶科       	25	201012	光寶科技(廣州)      	2	967116
2301	光寶科       	25	201012	光寶科技(廣州)投資  	2	174780
2301	光寶科       	25	201012	光寶科技(鷹潭)      	0	174780
2301	光寶科       	25	201012	光寶電子通訊(廣州)  	2	460545
2301	光寶科       	25	201012	光寶數碼電子(東莞)  	2	87390
2301	光寶科       	25	201012	貝爾羅斯(北京)電子電	3	742320
2301	光寶科       	25	201012	貝爾羅斯(廣州)電子部	2	743951
2301	光寶科       	25	201012	貝爾羅斯精密模具深圳	2	172887
2301	光寶科       	25	201012	東莞光寶電子        	2	769032
2301	光寶科       	25	201012	東莞旭福電腦        	2	664193
2301	光寶科       	25	201012	東莞旭麗電子        	2	139824
2301	光寶科       	25	201012	東莞致力電腦        	2	334995
2301	光寶科       	25	201012	東莞致通電腦        	2	412772
2301	光寶科       	25	201012	東莞源興科技        	2	829302
2301	光寶科       	25	201012	南京光寶綠能科技    	0	21848
2301	光寶科       	25	201012	常州濱湖薄膜太陽能大	0	43287
2301	光寶科       	25	201012	凱明信息科技        	0	17478
2301	光寶科       	25	201012	晶品光電(常州)      	0	524340
2301	光寶科       	25	201012	廣州光寶計算        	2	68281
2301	光寶科       	25	201012	廣州光寶通信        	2	715433
2301	光寶科       	25	201012	廣州旭麗電子        	2	1066158
2301	光寶科       	25	201012	寶威光電(惠州)      	2	189345
2301	光寶科       	25	201112	Guangzhou Engineerin	2	2022175
2301	光寶科       	25	201112	1	      	20970277
2301	光寶科       	25	201112	中寶科技(中國)      	0	900322
2301	光寶科       	25	201112	天津光寶電子        	3	2012761
2301	光寶科       	25	201112	光寶(廣州)精密模具  	2	278466
2301	光寶科       	25	201112	光寶力信科技(贛州)  	0	403654
2301	光寶科       	25	201112	光寶科技(江蘇)      	0	4240547
2301	光寶科       	25	201112	光寶科技(咸寧)      	2	196742
2301	光寶科       	25	201112	光寶科技(常州)      	0	544340
2301	光寶科       	25	201112	光寶科技(廣州)      	2	1004898
2301	光寶科       	25	201112	光寶科技(廣州)投資  	2	181608
2301	光寶科       	25	201112	光寶科技(鷹潭)      	0	332948
2301	光寶科       	25	201112	光寶電子通訊(廣州)  	2	478537
2301	光寶科       	25	201112	光寶電源科技(東莞)  	2	30268
2301	光寶科       	25	201112	光寶數碼電子(東莞)  	2	90804
2301	光寶科       	25	201112	貝爾羅斯(北京)電子電	3	771319
2301	光寶科       	25	201112	貝爾羅斯(廣州)電子部	2	773014
2301	光寶科       	25	201112	貝爾羅斯精密模具深圳	2	179641
2301	光寶科       	25	201112	東莞光寶電子        	2	1010951
2301	光寶科       	25	201112	東莞旭福電腦        	2	690141
2301	光寶科       	25	201112	東莞旭麗電子        	2	145286
2301	光寶科       	25	201112	東莞致力電腦        	2	348082
2301	光寶科       	25	201112	東莞致通電腦        	2	428898
2301	光寶科       	25	201112	南京光寶綠能科技    	0	22701
2301	光寶科       	25	201112	常州濱湖薄膜太陽能大	0	90713
2301	光寶科       	25	201112	凱明信息科技        	0	18161
2301	光寶科       	25	201112	晶品光電(常州)      	0	792719
2301	光寶科       	25	201112	源興電腦科技 (東莞) 	2	861700
2301	光寶科       	25	201112	廣州光寶計算        	2	70948
2301	光寶科       	25	201112	廣州光寶通信        	2	743382
2301	光寶科       	25	201112	廣州旭麗電子        	2	1107809
2301	光寶科       	25	201112	寶威光電(惠州)      	2	196742
2301	光寶科       	25	201212	Guangzhou Engineerin	2	1940133
2301	光寶科       	25	201212	1	      	22750110
2301	光寶科       	25	201212	中寶科技(中國)      	0	863795
2301	光寶科       	25	201212	天津光寶電子        	3	1931102
